age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
25.275314568457297,2,339324,9,13,4,12,1,4,1,0,0,48.0,38
47.07240279974467,0,117628,11,9,2,2,0,4,1,0,0,48.0,38
32.899240370291245,2,236599,11,9,2,3,0,4,1,0,0,60.0,38
27.362186781821865,2,19847,15,10,0,12,3,4,0,0,0,48.0,38
34.73938908269908,2,422933,9,13,4,7,1,4,1,0,0,44.4,38
24.955155345235248,5,156848,11,9,2,10,3,4,1,0,0,42.0,38
37.45872411763955,2,252662,9,13,0,3,1,4,1,0,0,48.0,38
22.850970803893528,5,35633,15,10,4,7,1,4,1,0,0,60.0,38
18.66429732768352,2,133061,11,9,2,11,0,4,1,0,0,96.0,38
28.069905866241754,2,56658,11,9,2,5,0,0,1,0,0,9.6,38
55.4438606511787,4,94156,14,15,2,9,0,4,1,0,1977,60.0,38
44.03182737246637,2,90582,11,9,2,13,0,4,1,0,0,48.0,38
33.36670385912369,2,257042,15,10,2,9,0,4,1,0,0,60.0,38
24.755595404533846,2,321763,11,9,4,3,1,4,1,0,0,45.6,38
31.458071685999315,2,35595,9,13,4,0,1,4,1,0,0,48.0,38
44.9222372013755,3,188615,9,13,2,11,0,4,1,0,0,72.0,38
19.983523117160853,2,353039,11,9,4,2,4,4,0,0,0,43.199999999999996,25
40.795505443724224,2,67433,9,13,4,3,1,4,0,0,0,48.0,38
42.96693841980421,3,60949,11,9,0,2,1,4,1,0,0,66.0,38
36.04363818745038,2,509060,15,10,0,7,1,4,1,0,0,48.0,38
29.82314761222627,2,160731,11,9,2,2,0,4,1,0,0,54.0,38
53.72408950831146,2,189107,11,9,2,6,0,4,1,0,0,48.0,38
18.76470692230345,2,118938,1,7,4,11,3,4,1,0,0,21.599999999999998,38
36.565311898768456,2,217605,11,9,2,5,5,4,0,0,0,48.0,38
25.566538969514262,2,39232,11,9,2,2,0,4,1,0,0,48.0,38
78.0723581225775,1,177550,9,13,2,0,0,4,1,3818,0,16.8,38
46.00036868895139,2,90042,15,10,2,2,0,4,1,0,0,48.0,38
38.26409100460468,4,50096,15,10,2,4,0,4,1,0,0,96.0,38
36.364474173788906,2,316298,9,13,4,12,3,4,1,0,0,48.0,38
23.977427207854824,2,324960,11,9,4,2,2,4,1,0,0,48.0,38
67.43996365193784,2,94552,15,10,0,0,1,4,0,0,0,48.0,38
34.328685531096056,2,281021,11,9,4,13,1,4,1,0,0,54.0,38
27.263773701107855,2,235894,11,9,2,2,0,4,1,0,0,48.0,38
25.72225381746255,2,34443,11,9,4,4,1,4,1,0,0,30.0,38
64.24835493660908,2,125954,11,9,4,6,1,4,1,2174,0,48.0,38
38.075991222313235,2,270147,12,14,4,3,1,4,0,0,0,48.0,38
60.24873120196518,4,223131,11,9,0,3,1,4,1,0,0,72.0,38
51.58580673925305,2,340723,14,15,4,9,1,4,0,0,0,48.0,38
51.5721515699223,2,97005,11,9,2,2,0,4,1,0,0,48.0,38
29.659785921851043,2,46868,12,14,4,12,1,4,0,0,0,48.0,38
41.81874335181439,2,140673,15,10,2,11,5,4,0,0,0,48.0,38
30.763514573686745,4,117346,15,10,2,11,0,4,1,0,0,57.599999999999994,38
35.039846510403834,2,226947,8,11,2,2,0,4,1,0,0,48.0,38
31.55654245837002,4,170979,14,15,2,9,0,4,1,0,1887,48.0,38
47.85169294533361,1,321851,9,13,4,9,1,4,0,0,0,60.0,38
32.170745664389315,2,178615,11,9,2,2,0,4,1,2407,0,48.0,38
25.06685474882397,2,183945,15,10,4,0,1,4,0,0,0,72.0,38
23.193823486455027,2,108019,11,9,4,2,3,4,1,3325,0,48.0,38
29.751531244442482,2,263728,9,13,2,2,0,4,1,0,0,48.0,38
20.48400775680153,2,177945,15,10,4,11,3,4,1,0,0,30.0,38
40.47825655122088,2,222756,15,10,2,6,0,4,1,0,0,48.0,38
52.546410128104846,1,248834,9,13,2,9,5,4,0,0,0,60.0,38
55.824642424257796,2,92215,6,5,0,2,1,4,0,0,0,48.0,38
67.2337983086586,2,60940,11,9,6,11,1,4,0,8614,0,60.0,9
30.719070980183858,2,459007,11,9,2,10,0,4,1,0,0,108.0,38
25.26577836013758,2,424034,11,9,4,3,4,4,1,0,0,48.0,38
24.65702883021863,2,187115,9,13,4,9,3,4,0,0,0,24.0,38
41.21687940039387,0,200968,15,10,2,0,2,4,1,0,0,54.0,38
25.429624725317883,2,121040,7,12,4,3,3,2,0,0,0,48.0,38
38.93121435640678,3,269318,15,10,2,3,0,4,1,7298,0,48.0,38
20.358956310635104,1,322658,9,13,4,9,1,4,0,0,0,48.0,38
43.14823200948803,4,32451,11,9,2,2,0,4,1,0,0,48.0,38
57.96548281280539,4,132925,12,14,2,2,0,4,1,0,0,48.0,38
43.81939006274222,1,138634,11,9,2,3,0,4,1,0,0,48.0,38
29.02211810857848,2,198953,15,10,5,0,4,2,0,0,0,45.6,38
23.510112411432214,2,49218,11,9,0,6,1,4,1,0,0,48.0,38
23.278276307040226,2,169124,11,9,2,13,0,4,1,0,0,54.0,38
28.5204490287795,2,196621,11,9,3,12,1,4,0,0,0,44.4,38
63.811065707054375,2,163708,6,5,6,7,1,4,0,0,0,24.0,38
53.8312311797069,2,175912,11,9,6,6,4,4,1,914,0,48.0,38
37.00833937148494,4,100316,9,13,2,2,0,4,1,0,0,42.0,38
28.70907675170287,4,211032,1,7,4,2,1,4,1,0,0,48.0,25
46.37022011412306,2,253060,14,15,2,11,0,4,1,0,0,60.0,38
25.685659238512017,2,373718,15,10,4,4,1,4,1,0,0,24.0,38
43.51063893050806,2,188515,15,10,0,0,4,4,0,0,0,48.0,38
33.89990349568959,1,190290,8,11,4,10,1,4,1,0,0,67.2,38
42.87388289322909,2,326342,1,7,2,7,0,2,1,2635,0,44.4,38
39.75970161232246,2,125550,11,9,0,0,1,4,0,0,0,42.0,38
61.285976517020195,2,170984,15,10,2,2,0,4,1,0,0,54.0,38
20.364724566820907,2,65225,0,6,4,7,3,4,0,0,0,48.0,38
23.503562604243783,2,153841,15,10,4,0,3,4,0,0,0,48.0,38
20.784012370264126,2,60668,15,10,4,2,1,4,1,0,0,48.0,38
40.69633817249625,2,260761,11,9,2,6,0,4,1,0,0,48.0,25
27.267896925083445,2,557236,11,9,4,13,1,4,1,0,0,48.0,38
53.09668918413753,5,166774,12,14,4,9,1,4,0,0,0,54.0,38
50.14080857521727,2,48358,11,9,2,2,0,4,1,7688,0,48.0,38
34.74563634325024,2,114746,11,9,5,5,4,1,0,0,0,72.0,34
15.908358429130596,2,187161,15,10,4,11,3,4,0,0,0,30.0,38
38.424599587113605,2,104089,8,11,4,2,3,4,1,0,0,48.0,38
25.540160201343845,1,50065,9,13,4,9,1,4,0,0,0,42.0,38
24.098199443488166,0,29591,9,13,4,9,1,3,0,0,0,48.0,38
16.631196369626426,2,216647,15,10,4,7,1,4,0,0,0,36.0,38
32.77296011960471,2,373914,1,7,2,2,0,4,1,0,0,48.0,38
44.43103386982161,2,394860,11,9,2,7,0,4,1,0,0,48.0,38
51.40434847618277,2,143459,6,5,5,5,3,4,1,0,0,45.6,38
51.13891183541993,0,129177,11,9,0,0,1,4,0,0,0,48.0,38
28.846947443205448,4,322238,11,9,4,4,1,4,1,0,0,48.0,38
53.56413015774056,0,27466,15,10,6,3,1,4,0,0,0,48.0,8
27.374296242100957,2,113870,11,9,4,0,1,4,1,0,0,48.0,38
48.47598374079799,2,245305,0,6,2,13,0,2,1,0,0,50.4,38
19.927799028756954,3,38307,1,7,4,4,3,4,1,0,0,36.0,38
37.020514644289094,2,285102,12,14,4,9,1,1,0,0,0,48.0,35
18.52675417307223,2,35865,15,10,4,5,1,4,0,0,0,42.0,38
32.19636806232362,5,218640,15,10,2,9,5,2,0,0,0,48.0,38
24.274285673467556,2,159732,15,10,4,0,1,4,1,0,0,50.4,38
25.993209800634485,2,193701,9,13,4,7,1,4,0,0,0,45.6,38
43.533433685685246,4,83812,9,13,0,3,1,4,1,0,0,72.0,38
34.94803109133778,2,379798,15,10,2,11,0,4,1,0,0,48.0,38
48.58419456371642,4,183146,2,8,2,3,0,4,1,0,0,60.0,38
17.619114265048697,2,438996,0,6,4,7,2,4,1,0,0,48.0,25
31.102984923121678,2,241895,11,9,2,13,2,4,1,0,0,48.0,38
44.7560750805896,3,214169,11,9,2,4,0,4,1,15024,0,48.0,38
50.41979354525283,5,24647,15,10,2,0,0,4,1,0,0,48.0,38
60.231674713339984,2,180920,0,6,2,2,0,4,1,0,0,51.6,38
21.328930346559197,2,209034,7,12,2,11,3,4,0,0,0,24.0,38
22.413144477433633,2,261561,9,13,4,9,1,4,0,0,0,48.0,38
20.459917474073645,2,160029,1,7,4,7,2,4,0,0,0,26.4,38
39.57934395661491,2,306982,9,13,2,0,0,1,1,0,0,48.0,29
16.358442125203116,2,50879,0,6,4,7,3,4,1,0,0,7.199999999999999,38
34.378126523339944,2,214604,9,13,2,11,0,4,1,0,0,50.4,38
37.90708714837982,4,197365,11,9,2,12,0,4,1,0,0,60.0,38
23.056509555830786,2,152540,11,9,4,0,1,4,0,0,0,42.0,38
25.124359371949225,2,216181,8,11,4,6,3,4,1,0,0,48.0,38
29.70651409874193,2,327779,15,10,2,5,0,4,1,0,0,24.0,38
58.747386004109764,4,51662,1,7,2,7,5,4,0,0,0,48.0,38
19.959284330321324,1,163205,11,9,4,7,3,4,0,0,0,63.599999999999994,38
26.716955565343593,2,240081,11,9,4,11,3,2,1,0,0,48.0,38
49.24038447798067,2,280278,11,9,6,9,4,2,0,0,0,48.0,38
41.412781054203954,2,204682,11,9,0,2,4,4,1,2174,0,48.0,23
52.038129778891644,2,96586,15,10,2,12,0,4,1,0,0,48.0,38
16.837637043285046,2,175081,6,5,4,2,2,4,1,0,0,72.0,38
16.51192943255735,2,183532,15,10,4,5,3,4,1,0,0,30.0,38
21.180121032296793,2,53878,11,9,4,2,4,4,1,0,0,48.0,38
24.875564008019715,2,191385,1,7,2,6,0,4,1,0,0,48.0,38
20.860657450606464,2,131230,11,9,2,2,0,4,1,0,0,44.4,38
25.421753041041974,2,130397,0,6,4,4,4,0,1,0,0,48.0,38
30.603377127491825,2,150861,15,10,4,0,1,4,0,0,0,48.0,23
38.714845952879884,2,188391,11,9,2,2,0,4,1,7298,0,60.0,38
54.76498743257012,0,264834,9,13,4,9,1,4,0,0,0,48.0,38
47.19196007858392,2,198769,15,10,4,0,1,4,0,0,0,48.0,38
44.21376676287329,2,185267,9,13,2,9,0,4,1,0,0,48.0,38
19.412457949990834,1,144165,9,13,4,9,3,0,1,0,0,36.0,38
50.98519749121045,2,109413,11,9,4,11,1,4,1,0,0,48.0,38
49.205091756084244,3,330874,15,10,2,11,0,4,1,0,0,84.0,38
59.84534036325605,0,66504,14,15,0,9,1,4,0,0,0,60.0,38
25.53798538353145,2,81540,11,9,4,5,1,4,1,0,0,48.0,38
17.425365687946602,2,118186,15,10,4,11,3,2,0,0,0,24.0,38
44.87207485251733,2,180599,9,13,5,3,4,4,1,8614,0,48.0,38
31.299062737082902,2,193231,9,13,4,12,1,4,1,3325,0,72.0,38
40.20909699356481,2,82161,9,13,4,0,1,4,1,0,0,48.0,38
40.26910456352812,2,134130,9,13,2,11,0,4,1,0,0,60.0,38
49.08981474552099,3,320124,11,9,2,3,5,0,0,15024,0,48.0,38
22.122552464771292,5,170091,15,10,4,9,3,4,0,0,0,7.199999999999999,38
23.28493909566587,2,114150,11,9,4,5,2,4,1,0,0,48.0,38
26.967885214790574,2,183511,11,9,2,5,0,4,1,0,0,48.0,38
48.449538569194765,2,454989,11,9,2,3,5,4,0,0,0,48.0,38
17.787714889233197,2,32477,15,10,4,7,3,4,1,0,0,24.0,38
53.03800456946435,2,129173,11,9,4,5,1,2,1,0,0,48.0,38
37.97962543547433,1,177305,9,13,2,9,0,4,1,0,0,45.6,38
41.758409134230014,2,104196,9,13,2,9,0,4,1,0,1887,48.0,38
31.959106907354766,2,40067,15,10,2,2,0,4,1,0,0,48.0,38
26.982622452187734,2,200515,15,10,2,7,0,4,1,0,0,42.0,38
40.240010232986194,0,47707,11,9,4,0,3,2,0,0,0,48.0,38
38.85538361102745,2,40077,11,9,2,2,0,4,1,0,0,60.0,38
32.5682320799276,2,395170,8,11,2,7,5,0,0,0,0,28.799999999999997,25
51.50958120541449,0,140035,11,9,2,0,0,4,1,0,0,48.0,38
37.87056768747892,2,181721,0,6,4,4,3,2,1,0,0,72.0,38
44.37179544993928,5,308498,11,9,3,3,4,4,0,0,0,48.0,38
23.249632030422838,2,126945,9,13,2,3,0,4,1,0,0,48.0,38
36.007572677946165,2,223514,9,13,2,0,5,2,0,0,0,48.0,38
16.915150368008145,2,120068,1,7,4,5,3,4,1,0,0,20.4,38
46.750308634893685,2,148995,9,13,2,3,0,4,1,0,2415,72.0,38
28.635133729980556,2,211032,3,2,4,2,1,4,1,0,0,48.0,25
23.70056595607175,2,259351,15,10,4,2,4,0,1,0,0,48.0,25
31.441542237259778,2,148607,15,10,0,6,1,4,1,0,0,48.0,38
40.90467898409867,2,259643,12,14,0,9,1,4,1,4650,0,48.0,38
25.471140522164696,2,305874,15,10,2,7,0,4,1,0,0,48.0,38
43.31623653024515,2,115511,10,16,2,9,0,4,1,0,0,60.0,38
40.773396775898995,4,204235,12,14,2,3,0,4,1,99999,0,60.0,38
44.13888036157478,2,211517,1,7,2,6,0,4,1,0,0,48.0,38
49.80239016956732,2,30447,8,11,2,13,0,4,1,0,0,54.0,38
31.688011839675013,0,224858,15,10,2,10,0,4,1,0,0,72.0,38
58.79893248986918,4,148626,0,6,2,4,0,4,1,0,0,48.0,38
66.20742894186131,2,149756,7,12,0,3,1,4,1,0,0,48.0,38
34.46828732766484,2,233571,11,9,0,7,3,4,0,0,0,60.0,38
38.23815229316473,4,190290,11,9,0,2,1,4,1,0,0,48.0,38
36.02174457013022,2,59660,9,13,2,11,0,4,1,7298,0,48.0,38
29.45616965807592,2,90614,7,12,2,12,0,4,1,0,2042,12.0,38
61.714480638938525,4,96073,11,9,2,2,0,4,1,0,0,36.0,38
16.323170773658774,2,55284,11,9,4,5,3,4,0,0,0,30.0,38
36.16382536129145,2,135785,9,13,4,9,1,4,0,0,0,43.199999999999996,38
36.85798942914266,5,149455,11,9,4,7,4,2,0,0,0,48.0,38
48.048625039791816,2,363591,11,9,0,2,4,4,1,0,0,48.0,38
40.80178623818339,0,186916,12,14,0,10,1,4,1,0,0,72.0,38
58.53653584239625,4,247552,11,9,2,3,0,4,1,0,0,48.0,38
60.79077727480602,2,174040,15,10,0,9,4,4,1,0,0,48.0,38
31.82675145622171,4,361817,11,9,5,2,4,4,1,0,0,60.0,38
29.5568224972853,2,324654,11,9,4,6,3,1,1,0,0,48.0,2
36.27834026383924,2,183778,11,9,0,13,1,4,1,0,0,48.0,38
49.03877504547838,2,143741,15,10,2,7,5,4,0,0,0,48.0,38
30.50389036406576,2,118551,9,13,4,7,1,4,0,0,0,42.0,38
38.90286978911545,2,219591,9,13,2,0,0,4,1,0,0,66.0,38
27.473049942639822,3,120126,9,13,2,3,0,4,1,0,1887,54.0,38
35.22102134219347,2,186191,11,9,2,6,0,4,1,0,0,55.199999999999996,38
25.10736946488246,2,253267,15,10,2,0,0,2,1,0,1902,43.199999999999996,38
36.530393813907004,2,170092,11,9,3,7,4,2,0,0,0,24.0,38
52.7400150274092,2,366957,9,13,2,3,0,1,1,99999,0,60.0,18
29.87612761411762,2,206609,9,13,2,3,0,4,1,0,0,54.0,38
35.24687748961177,2,242984,11,9,4,0,1,4,1,0,0,57.599999999999994,38
58.07835999107793,3,258883,11,9,2,13,0,4,1,5178,0,72.0,17
53.39111283331381,1,224934,12,14,2,9,0,4,1,0,0,60.0,38
38.69691081588178,2,348618,4,3,3,13,4,3,1,0,0,24.0,7
49.773766448723606,2,192793,10,16,2,9,0,4,1,0,0,48.0,19
18.09465589146489,2,169758,15,10,4,11,3,4,1,0,0,42.0,38
24.977816403856927,2,169759,11,9,4,5,3,4,1,0,0,114.0,38
44.819705741301476,2,48271,15,10,2,0,5,4,0,0,0,48.0,38
23.760878739630908,2,117583,11,9,4,2,3,4,1,0,0,48.0,38
33.4042466987561,4,112650,5,4,4,2,3,4,1,0,0,48.0,38
37.38796018356711,2,103260,9,13,2,2,5,4,0,0,0,36.0,38
40.32677658408242,2,168941,1,7,0,2,1,4,1,0,0,48.0,38
39.14487028452705,2,206878,11,9,0,7,4,4,0,0,0,38.4,38
31.08905802689425,1,153005,9,13,2,9,0,4,1,0,0,48.0,38
25.605707615167777,5,292933,9,13,4,0,3,4,0,0,0,12.0,38
37.30571559675256,2,305597,11,9,4,13,4,4,1,0,0,48.0,38
49.06529129403388,2,235986,11,9,4,3,3,4,0,0,0,60.0,4
40.406653211403736,4,188571,1,7,2,13,0,4,1,0,0,48.0,38
37.31953198529059,5,110964,9,13,2,9,5,4,0,0,1672,45.6,38
53.809142598802474,2,334273,11,9,2,2,0,4,1,0,0,48.0,38
43.64125006736354,2,139126,11,9,0,13,1,4,1,0,0,48.0,38
29.811842517713117,2,111567,8,11,4,2,1,4,1,0,0,48.0,38
49.1932932397667,2,167009,15,10,0,0,1,4,0,0,0,57.599999999999994,38
42.58101204421048,2,203554,12,14,2,3,0,4,1,0,0,72.0,38
22.057639640235767,2,164922,11,9,2,7,0,4,1,0,0,48.0,38
28.7328496150067,2,257863,15,10,0,7,1,4,0,0,0,18.0,38
33.94401504470647,5,156015,9,13,2,3,0,4,1,0,0,48.0,38
45.763817109463524,2,24712,9,13,4,7,1,1,0,0,0,42.0,29
15.541133802698052,2,166290,6,5,4,7,3,4,0,0,0,24.0,38
63.520369274444874,2,169482,15,10,3,3,4,4,0,0,0,48.0,38
50.38015223306801,3,166459,14,15,2,9,0,4,1,99999,0,72.0,38
56.98094986122435,4,51499,15,10,2,4,0,4,1,0,0,86.39999999999999,38
29.28088542968907,2,173279,9,13,2,12,0,1,1,0,0,48.0,38
58.18035285794285,4,95763,11,9,2,2,0,4,1,0,0,66.0,38
25.981718096557046,2,31935,15,10,0,0,1,4,0,0,0,48.0,38
30.7352675061195,2,207668,9,13,2,3,0,4,1,15024,0,54.0,38
26.652257321391403,1,117833,9,13,4,9,1,4,0,0,0,42.0,38
31.33272713198443,2,162572,9,13,2,3,0,4,1,0,0,48.0,38
24.251294790583774,2,121102,7,12,4,12,1,4,0,0,2001,36.0,38
60.39562445510183,1,98350,15,10,2,7,0,1,1,0,0,72.0,29
23.938633353062308,2,34803,11,9,4,3,1,4,0,0,0,48.0,38
52.125453308783875,2,317313,11,9,2,13,0,4,1,0,0,72.0,38
26.210145947413103,2,61487,11,9,4,9,4,2,1,0,0,48.0,38
52.41108329501384,4,176240,7,12,2,11,0,4,1,0,0,48.0,38
36.17948575495306,2,105803,15,10,2,2,0,4,1,0,0,60.0,38
49.63897051734059,2,135339,2,8,2,11,0,1,1,0,0,48.0,0
30.779475279588876,2,210906,11,9,2,3,2,4,0,0,0,48.0,38
59.46561629863256,4,84409,10,16,2,9,0,4,1,0,0,48.0,38
22.78492671410068,4,197207,11,9,0,11,1,4,0,0,0,36.0,38
60.47593258673253,0,244830,9,13,5,9,1,4,1,4787,0,48.0,38
36.43086169748603,2,129764,11,9,2,2,0,4,1,0,0,48.0,38
32.48058586317912,0,319560,8,11,0,2,4,2,0,0,0,48.0,38
35.22961646115903,2,215419,11,9,2,0,5,4,0,0,0,43.199999999999996,38
